Text,Label
"Checklist - Overheads Bill Process Vendor Sap Code / Name BILLS MONTFOF - BILL NO : DATED : AMOUNT. COST CENTRE INTERKAL ORDER NO PROFIT CENTRE . Description Tick Remarks Purchase order number . . . Respective BUs / Enabling functions have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract lagreement / PO . Agreement / Contract has been attached in Vendor Master for verification including copy PAN , Service TAX Freight i . e . Finished goods / Spares / Documents , verified as contract / Agreement by the Store in chargel Admin . Also verified the goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax challan ( If applicable ) Verified By Functional Head Signature Verified by RAO Signature : Name Emp .Code : We certified that all above points have been verified and cleared the bills ",Checklist
INVOICE NO : Date : SAC code - PAN NO . : ,Invoice
"Checklist - Overheads Bill Process Region : Vendor Sap Code / Name : BILLS MONTH OF - BILL NO : . DATED COST CENTRE PROFIT CENTRE . . AMOUNT . INTERNAL ORDER NO : Description Purchase order number . . . Respective Bus / Enabling functions have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract / agreement / PO Agreement / Contract has been attached in Vendor Master for verification including copy PAN , Service TAX Freight i . e . Finished goods / Spares / Documents , verified as per contract / Agreement by the Store in charge / Admin . Also verified the weight measurements for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax challan ( If applicable ) Remarks Name : Emp . Code Verified by RAO Signature : Verified By Functional Head Signature Verified Byl Signature ( Admin ) ",Checklist
Tax Invoice Invoice No . Dated GSTIN / UIN PAN / IT No State Name Description of Goods Amount GST Rate HSN / Total Amount Chargeable ( in words ) Tax Amount ( in words ) Company ' s Bank Bank Name A / C No . Branch & IFS Code  Authorised Signatory ,Invoice
"Deals in : Industrial / Domestic Security / House Keeping & labour Contract BILL NO . / UIN - PAN / IT No . - GSTIN PARTICULARS Salary QTY RATE AMOUNT Maintenance , Gardener , House Keeping Allowances OT Amount Total Salary + Allces + OT Total Service Charge TOTAL Signature ",SGB
Employees ' State Insurance Corporation . Monthly Contribution » Online Challan Status Transaction Details www . Transaction status : Employer ' s Code No : Employer ' s Name : Challan Period : Challan Number : Challan Created Date Challan Submitted Date Amount Paid : Transaction Number : WWW ,ChallanDep
EMPLOYEES ' PROVIDENT FUND ORGANISATION EDLI EPS EPF Establishment Code & Name : Address : Total Subscribers : Total Wages : PARTICULARS Administration Charges Employer ' s Share Of Employee ' s Share Of Grand Total TOTAL FOR BANKS USE ONLY Amount Received Date of presentation of Date of Realisation of SBI Branch Name SBI Branch Code FOR ESTABLISHMENT USE Cheque / DD No . - Cheque / DD drawn bank & Name of the Depositer - - - - Date of Deposit Signature of the Total ( A + B ) ( Rs . ) - Total remittance by Employer ( Rs . ) Total amount of uploaded ECR,Epfslip
ChallanDoubleVerification Employer ' s Code No. : Transaction Details . . . . . . . . Transaction status : . . . . . Employer ' s Code No . Employer ' s Name : Challan Period : Challan Number : Created Date :Challan Submited Date Amount Pald : Transaction Number : ,ChallanDep
Date of Issue : Account Manager : SAP Ref . No . PO Number Project ID Project Name : Direct Cust Name : Amount in INR Item Description Item From 10 Units Rate Amount ( INR ) ,Transdetails
Invoice No : PO Number : Project ID : Project Name : Dated : Account Manager : Annexure Item n Description Item From From 1 To Billing Qty Billing Qty Rate Rate T Amount Project Total Project Total in ( INR ) Item Total Net Value Final Amount in ( INR ) ,Transdetails
"Checklist - Overheads Bill Process Region : Vendor Sap Code / Name BILLS MONTH OF BILL NO : DATED : COST CENTRE PROFIT CENTRE . . INTERNAL ORDER NO : GL CODE . AMOUNT. Description Hematik Purchase order number . . . Respective BUs / Enabling functions have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head . Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . . Documents / Bill has been verified as per contract / agreement / PO Agreement / Contract has been attached in Vendor Master for verification including copy . PAN , Service TAX Freight i . e . Finished goods / Spares / Documents , verified as per contract / Agreement by the Store In charge / Admin . Also verified the weight for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the and P . Tax challan ( if applicable ) Verified By Functional Head Signature Verified by RAO Signature : Name : Emp . Code Verified Byl Signature ( Admin We certified that all above points have been verified and cleared the bills as per contract / agreement without any deviation . ",Checklist
Tax Invoice Invoice No . Dated Delivery Note Supplier ' s Ref . Buyer ' s Order No . Despatch Document No . Despatched through GSTIN / UIN PAN / IT NO State Name Place of Supply Description of Goods HSN / SAC Quantity Rate Amount per Disc . Total Amount Chargeable Taxable Value Central Tax State Tax Total Tax Amount Rate Amount Tax Amount Authorised Signatory Name Declaration We declare that this invoice shows the actual price of the goods ,Invoice
"Checklist - Overheads Bill Process Region : Vendor Sap Code / Name : BILLS MONTH OF BILL NO : DATED : GL CODE : COST CENTRE INTERNAL ORDER NO : PROFIT CENTRE Description Remarks Purchase order number . . . Respective BUs / Enabling functions have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract lagreement / PO Agreement / Contract has been attached in Vendor Master for verification including copy PAN , Service TAX Freight i . e . Finished goods / Spares / Documents , verified as per contract / Agreement by the Store in chargel Admin . Also verified the weight measurements for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax challan ( If applicable ) Verified by RAO Signature : Name : Emp . Code Verified By Functional Head Signature Verified Byl Signature ( Admin ) certified that all above points have been verified ",Checklist
MIS Summary Travel Date User Name Travel Type Referen ce No Cost Center No Cab Type Total Kms Starting Time Closing Time Total Time Extra Kms Extra Hrs Extra Km Amt Extra Hrs Amt Basic Charges Charges Toll Tax Amount CGST SGST Total Amount With GST Total Amount : ,Transdetails
INVOICE GSTIN . : SAC NO . : PAN NO . : Bill Date Bill No . - Guest Duty Description / Particulars Rate Amount Vehicle Detail Duty TOTAL DUTY SLIP ENCLOSED : TOTAL AMOUNT CGST ( SGST NET AMOUNT Authorized Signatory | Date / D . S . No . StateCode : Booked By : ,Invoice
"Duty Slip No . : Customer Name Mobile No . Company Name _ Car Booked By . Car Type . Assignment _ _ Vehicle No . Chauffeur _ Reporting Time :  Pick - Starting Time : _ Reporting Time : Releasing Time : _ Garage Time : _ Net Time :  Net Km _ Today ' s service were ( Please Tick ) EXCELLENT GOOD AVG . Customer ' s Signature . Auth . Signatory Issued by  Received by 
 Checked by . . ",DutySlip
Duty Slip No . : 1 . Customer Name 2 . Mobile No . - 3 . Company Name 4 . Car Booked By . . Car Type Vehicle No Chauffeur Reporting Time : Pick - up Location _ Assignment Starting Time : Reporting Time Releasing Time Garage Time : Net Time Net Km km Route Customer ' s signature Auth . Signatory Today ' s service were ( Please Tick ) EXCELLENT GOOD  AVG POOR Issued by . . . . . . . . . . . . . . . . . . . . . . Received by . . . . . . . . . . . . . . . . . . . . . . Checked by . . . . . . ,DutySlip
"Duty Slip No . : Mobile No . Company Name Car Booked By Car Type _ Assignment _ Vehicle No . Chauffeur _ _ Reporting Time:Pick - up Location Starting Time : _ Reporting Time : Releasing Time : Garage Time : Net Time : _ Net Km _ Km km _ Km Date out Date in : Rout . . Today ' s service were ( Please Tck ) EXCELLENT , JV000 . AVG . DI POOR Issued by . . . . . . . . . . mene . Received by . . . . . . . . . . . . Checked by . . . . . . . . . . . . . . Auth . Signatory Customer ' s Signature Amount of charge ( In Indian Rupees . . . - - - ",DutySlip
Duty Slip No . : 1 . Customer Name 2 . Mobile No . 3 . Company Name 4 . Car Booked By Starting Time : _ Reporting Time : Releasing Time : _ Garage Time : Net Time Km _ Km _ Km _ Km Net Km Date out _ in : 5 . Car Type 6 . Assignment Vehicle No . Chauffeur _ Reporting Time : Route . Today ' s service were ( Please Tek ) EXCELLENT C S coop Ave . D POOR O Amount of charge ( In Indian Rupees . . . . Customer ' s stgnature Issued by . . . . . . . . . . . . . . . . . Received by . . . . . . . . . . . . Checked by . Auth . Signatory ,DutySlip
Duty Slip No . Customer Name Mobile No Car Booked By Company Name Car Booked By Car Type Assignment Vehicle No Chauffeur Reporting Time :  7 . Pick - up Location Starting Time : 6 Reporting Time : 7 Releasing Time : Garage Time : Net Time : . Km Km km  Net Km Route Customer ' s Signature Issued by . . . . . . . . . Received by . . . . . . . . . . Checked by . . . . . Auth . Signatory Amount of charge ( In Indian Rupees . . . ,DutySlip
Duty Slip No . : Name 2 . Mobile No . 3 . Company Name 4 . Car Booked By 5 . Car Type 5 . Car Type _ Vehicle No . _ Chauffeur _ Reporting Time : . Pick - up Location . Assignment Date out Date in : Starting Time : Reporting Time : Releasing Time : . Garage Time : _ Net Time : _ km km _ Net Km Route Today ' s service were ( Please Tick ) EXCELLENT O GOOD AVG . POOR Armount of charge ( In indian Rupees . Customer ' s Signature Issued by . . . . . . . . . . . . Received by . . . . Checked by . . . . . . . . . . . Auth . Signatory ,DutySlip
Duty Slip 1 . Customer Name 2 . Mobile No . com 3 . Company Name 4 . Car Booked By . 5 . Car Type . Assignment Vehicle No . Chauffeur Reporting Time : - Pick - up Location Date out Date in : Starting Time : Reporting Time : Releasing Time : Garage Time : Net Time Km k m Km Net Km _ km Today ' s service were ( Please Tick ) EXCELLENT Amount of charge ( in Indian Rupees . GOOD AVG . POOR Customer ' s Signature Issued by . . ,DutySlip
"Checklist - Overheads Bill Process Region Vendor Seo Code / Name Description Remarks WCT deduction on AMC / R / M / Construction Work etc ( Labour & involved ) , state wise rates are available in IQMS process . Respective Bus / Enabling functions have submitted the original Bills . w Approval on bilt has been given by Cost Center Manager / Project Head Original bill has been received from the user along with Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract lagreement / PO Agreement Contract has been attached in Vendor Master for including copy PAN , Service TAX . . . . Freight le Finished goods / Spares / Documents , · verified Untract ' Agreement by tire Store in chargel Admin . Also verif measurements for finished goods ( as per SAP SDC ) / spares . as the TDS applicability has been checked with its percentage Security & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax challan ( If applicable ) BILLS MONTH OF . , AMOUNT . PROFIT CENTRE . . . . Batman . COST CENTRE . .  No . deviation Verified Byl Signature ( Store Admin Yerllied By Functional Head Verified by RAO Signature : Name : Emp Code : Mobile No . : We certified that all above points have been verified and cleared the bills as per contract / agreement without any deviation ",Checklist
TAX INVOICE Invoice Our order Invoice da to Your ref . Customer GST No . Def . Pmnt . Currency Place of Supply SHIP TO . . . . . . . . . SILU 10 . . .R4 COMEM DESCRIPTION VERT 12 QUANTITATE SUUNIT PRIC 1 120 CM RE 6 . 1644 TOTAL BEFORE TAX TAX TOTAL INVOICE TOTAL Redington ,Invoice
Invoice No . Date of Invoice Place of Supply TAX INVOICE Reverse Charge Pan Card No GSTIN / UIN . Description of Goods Qty . Unit Amount ( Rs . ) Price IGST IGST Rate Amount Authorised Signatory Rupees Grand Total IGST Total Tax HSN / SAC ,Invoice
"Checklist - Overheads Bill Process Region : Vendor Sap Code / Name : BILLS MONTHOF BILL No : . . . COST CENTRE : PROFIT CENTRE . . . . . . . Description Remarks  Τιok Purchase order number . . . . Respective Bus / Enabling functions have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user . along with necessary Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract / agreement / PO Agreement / Contract has been attached in Vendor Master for verification including copy PAN , Service TAXE Freight i . e . Finished goods / Spares / Documents , verified as per contract / Agreement by the Store in charge / Admin . Also verified the weight measurements for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . . . . . Security & House Ke & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax challan ( If applicable ) We certified that all above points have been verified and cleared the bills as per contract / agreement without any deviation . Der Verified Byl Signature ( Admin ) Verified By Functional Head Signature . Verified by RAO Signature : Name : Emp . Code ",Checklist
"Tax Invoice Invoice No . Dated GSTIN / UIN PAN / IT NO State Name Place of Supply Description of Goods HSN / SAC "" Amount GST Rate Authorised Signatory Amount Chargeable ( Taxable Value Central Tax State Tax Total Tax Amount Rate Amount A / c No . : Branch & IFS Code : Company ' s PAN Tax Armount ( in words ) ",Invoice
"PARTICULARS Salary QTY RATE AMOUNT Maintenance , Gardener , House Keeping Total Allowances Total Total Salary + Allces + OT Total Service Charge 10 % TOTAL Rupees ( in words ) : Signature GSTIN / UIN - PAN / IT No . - BILL NO . Deals in : Industrial / Domestic Security / House ",SGB
Payment Confirmation Receipt TRRN No : Challan Status : Challan Generated On : Establishment ID : Establishment Name : Challan Type : Total Members : Wage Month : Total Amount ( Rs ) Payment Confirmation Bank : CRN : Payment Date : Payment Confirmation Date : ,ChallanDep
"Checklist - Overheads Bill Process WCT deduction on AMC / R / M / Construction Work etc ( Labour & involved ) , state wise rates are available in IQMS process . . Respective Bus / Enabling functions have submitted the original Bills . ' Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . . : Documents / Bill has been verified as per contract lagreement / PO Agreement / Contract has been attached in Vendor Master for verification including copy PAN , Service TAX Freight i . e . . · Finished goods / Spares / Documents , : verified as per contre . ct / Agreement by the Store in chargel Admin . Also verified the weight measurements for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract / Agreement also attached the copy of the previous month ESI , PF and P . Tax M challan ( If applicable ) We certified that all above points have been verified and cleared the bltis as per contract / agreement without any . deviation . Verified Byl Signature ( Verified by RAO Signature : Name : Emp . Emo . Code : Emp Mobile No . : ",Checklist
Transaction Details i Transaction status : Employer ' s Code No : Employer ' s Name : Challan Period : Chalian Number : Challan Created Date Challan Submitted Date Amount Paid  Transaction Nuniber : ,ChallanDep
TRRN Details TRRN NO : Challan Stalus : Challan Generated On : Establishment ID : Establishment Name : Challan Type : Total Members : Wage Month : Total Amount ( Rs ) : Account - 1 Amount ( Rs ) : Accounl - 2 Amount ( Rs ) : Account - 10 Amount ( Rs ) : Account - 21 Amount ( Rs ) : Account - 22 Amount ( Rs ) : Payment Confirmation Bank : CRN : Presentation Date : Realization Date : Date of Credit : ,ChallanDep
"Name & Address of Establishment in / under which contract is carried on HCl . Infosystems Ltd . , G - 8 - 9 , SEC . - 03 , NOIDA Name and address of Principal Employer MUSTER ROLL FORM XVI [ See Rule 78 ( 1 ) ( a ) ] FOR THE MONTH OF APRIL - 2019 ( LABOUR ) Name & Address of the Contractor SECURE WELL CONSERVANCY SERVICES Z - 426A , SECTOR - 12 , NOIDA S . NO . Name & Surname of Workman NA PRADEEP RAJESH HARISH RAHUL Total of Father Name / Husband ' s Name FOR THE MONTH OF APRIL - 2019 ( LABOUR ) DDD 18 Do 22 INNN TL allccselual Belical IN Authorised Signatory ",Junk
Generated On : Payment Confirmation Receipt TRRN NO : Challan Status : Challan Generated On : Establishment ID : Establishment Name : Challan Type : Total Members : Wage Month : Total Amount ( Rs ) : Account - 1 Amount ( Rs ) : Account - 2 Amount ( Rs ) : Account - 10 Amount ( Rs ) : Account - 21 Amount ( Rs ) : Account - 22 Amount ( Rs ) : Payment Confirmation Bank : CRN : Payment Date : Payment Confirmation Date : ,ChallanDep
"WCT deduction on AMC / R / M / Construction Work etc ( Labour & Material involved ) , state wise rates are available in IQMS process : : Respective Bus / Enabling functions have submitted the original Bills . ' Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . . . : sary Documents / Bill has been verified as per contract lagreement PO Agreement i Contract has been attached in Vendor Master for verification including copy PAN , Service TAX Freight ' i . e . Finished goods / Spares / Documents , veritied as contract / Agreement by the Store in chargel Admin . Also verified the weight | measurements for finished goods ( as per SAP SDC ) / spares , TDS applicability has been checked with its percentage . . . . . . . . . . . . . . . . . . Security & House Keeping Expense - Bill verifiad as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax challan ( If applicable ) Description - Overheads . BILL NO . MONTH OF . . PROFIT CENTRE . . . . COST CENTRE . . . . . . . . . . We certified that all above points have been verified and cleared the bills as per contract / deviation . Verified Byl Signature Verified by RAO Signature : Emp . Code : Name ",Checklist
Tax Invoice Invoice No . Invoice date For the Month Reverse Charge ( Y / N ) State Ship To BIL TOP GSTIN SGST  Product Description Total Invoice amount in words : Total Amount before Tax Add : CGST Add : SGST Total Tax Amount Total Amount after Tax : Ton Reverse Chargé Authorised signatory Bank Details Bank Name Bank A / C Bank IFSC ,Invoice
"Outy 8 1 2 3 5 6 7 Sr . No . Full Name SEX AGE EMPID Designation 4 VINOD MOHAN loa ( 5973 JAHIT KADAM 2 MORATE Initial of Supervisor / Roundide s sed Office Manager Shona Corporate A140 , Raj Industrial Complex Premises Co - Op Soc . Ltd . , 2nd FORM II Extra Hours Date site isme : HCL INFOSYSTEIS Location : BOOMRANG CHAHDIVAH AHDHARI ( E ) ~ 280 Services Private Limited Co - Op Soc . Ltd . , 2nd Floor , Military Road , Marol Andheri ( East ) , Mumbai - 400 059 . FORM II SEE RULE 27 ( 1 ) 2014 Extra Hours Sheet Month of _ MARCH SHIFT Weekly off Outy timing 8 9 10 6 7 11 11 12 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 TOTAL HOURS ",Junk
Transaction Details . Transaction status : Employer ' s Code No : Employer ' s Name : ! Challan Period : Challan Number : Challan Created Date Challan Submitted Date Amount Paid : Transaction Number ,ChallanDep
TRRN Details TRRN NO : Challan Stalus : Challan Generated On : Establishment ID : Establishment Name : Challan Type : Total Members : Wage Month : Total Amount ( Rs ) : Account - 1 Amount ( Rs ) : Account - 2 Amount ( Rs ) : Account - 10 Amount ( Rs ) : Account - 21 Amount ( Rs ) : Account - 22 Amount ( Rs ) : Payment Confirmation Bank : CRN : Presentation Date : Realization Date : Date of Credit : ,ChallanDep
"WCT deduction on AMC / R / M / Construction Work etc ( Labour & involved ) , state wise rates are available in IQMS process : : Respective Bus / Enabling functions have submitted the original Bills . ' Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . . . : Documents / Bill has been verified as per contract lagreement PO Agreement i Contract has been attached in Vendor Master for verification including copy PAN , Service TAX Freight ' i . e . Finished goods / Spares / Documents , veritied as contract / Agreement by the Store in chargel Admin . Also verified the weight measurements for finished goods ( as per SAP SDC ) / spares , TDS applicability has been checked with its percentage . . . . . . . . . . . . . . . . . . Security & House Keeping Expense - Bill verifiad as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax ( If applicable ) Vendor Sep CodeName PURCHASE ORDER NO . We certified that all above points have been verified and cleared the bills as per contract / agreement deviation . Verified Byl Signature : Name : Emp . Code : verified By Functional. * ",Checklist
Tax Invoice Invoice No . Invoice date For the Month Reverse Charge ( Y / N ) State BIL TO Ship To GSTIN State Product Description Total Amount Rate Total Invoice amount in words : Bank Details Bank Name : Bank A / C : Bank IFSC : Total Amount before Tax Add : CGST @ 9 . 00 % Add : SGST @ 9 . 00 % Total Tax Amount Total Amount after Tax : Ton Reverse Chargé 229 Authorised signatory ,Invoice
"Shona Corporate A140 , Raj Industrial Complex Premises Co - Op Soc . Extra Outy 8 1 2 3 5 6 7 Date Sr . No . site isme : HCL INFOSYSTEIS Location : BOOMRANG CHAHDIVAH AHDHARI ( E ) Full Name SEX AGE EMPID Designation 4 VINOD MOHAN loa ( 5973 JAHIT KADAM ~ 280 Services Private Limited Ltd . , 2nd Floor , Military Road , Marol Andheri ( East ) , Mumbai - 400 059 . II SEE RULE 27 ( 1 ) LE 2014 Sheet Month of _ MARCH SHIFT Weekly off timing 9 10 11 11 12 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 TOTAL HOURS Hors . ",Junk
Transaction Details . Transaction status : Employer ' s Code No : Employer ' s Name : ! Challan Period : Challan Number : Challan Created Date Challan Submitted Date Amount Paid : Transaction Number  Employees StateChallan Double Verification ,ChallanDep
TRRN Details TRRN NO : Challan Stalus : Challan Generated On : Establishment ID : Establishment Name : Challan Type : Total Members : Wage Month : Total Amount ( Rs ) : Account - 1 Amount ( Rs ) : Account - 2 Amount ( Rs ) : Account - 10 Amount ( Rs ) : Account - 21 Amount ( Rs ) : Account - 22 Amount ( Rs ) : Payment Confirmation Bank : CRN : Presentation Date : Realization Date : Date of Credit : ,ChallanDep
Tax Invoice Invoice No . Dated Delivery Note Mode / Terms of Other Reference ( s ) Supplier ' s Ref . Buyer ' s Order No . Dated Despatch Document No . Delivery Note Date Mode / Terms of Payment Other Reference ( s ) Despatch Document No . Delivery Note Date Despatched through Destination GSTIN / UIN PAN / IT NO State Name Description of Goods HSN / SAC Quantity Rate Amount GST Rate Aut ! Authorisedesigkeitory Tax Amount ( in words ) : Central Tax State Tax Total Tax Amount Rate Amount ,Invoice
ChallanDouble Verification Transaction Details Transaction status : Employer ' s Code No : Employor ' s Namo : Chalan Period : Chalan Number : Chaban Croated Dato Chalan Submitted Date Amount Pald : Transaction Number : ESIC Employees ' Slale Insurance Corporation ,ChallanDep
Amount in INR Item Description Item From 10 Units Rate Amount ( INR ) Date of Issue : Account Manager : SAP Ref . No . : PO Number : Project ID : Project Name : Direct Cust Name : Sub Total offshore Project Total Project Total in ( INR ) ,Transdetails
IEC Code : VAT NO : CST No : PAN No : Service Tax No : Company Reg : CIN No . : Service Tax : TAX INVOICE Invoice Number Invoice Date Payment Due Date PO Number Good & Service Segment DESCRIPTION Amount ( INR ) Total Amount in ( INR ) Total Amount Payable Payment Terms Payment Instructions PIN ,Invoice
"Checklist Overheads Bill Process Region :
Vendor Sap Code / Name BILLS MONTHOF - COST CENTRE . . PROFIT CENTR . Description Tick Remarks Purchase order number . . . Respective BUs / Enabling functions have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . any Documents / Bill has been verified as per contract / agreement / PO Agreement / Contract has been attached in Vendor Master for verification including copy PAN , Service TAX Freight i . e . Finished goods / Spares / Documents , verified as per contract / Agreement by the Store in chargel Admin . Also verified the weight measurements for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax challan ( If applicable ) We certified that all above points have been verified and cleared the bills as per contract / agreement without any deviation . Verified by RAO Signature : Verified By Functional Head Signature : Verified By / Signature ( Admin ) Name : Emp .Code ",Checklist
INVOICE Bill No . - Bill Date G . S . T . IN | Duty Description / Particulars Rate Amount TOTAL DUTY SLIP ENCLOSED : Authorized Signatory NET AMOUNT TOTAL AMOUNT CGST ( @ 2 . 5 % ) SGST @ 2 . 5 % ) ,Invoice
MIS Summary Travel Date User Name Travel Type Reference No Cost Center No Cab Type Total Kms | Total Hrs Extra Hrs Extra Km Amt Extra Hrs Amt Basic Charges Night Charges Bill No . Amount Toll Tax Night Charges Total Amount = ,Transdetails
"Checklist - Overheads Bill Process Region : Vendor Sap Code / Name : DATED : COST CENTRE . PROFIT CENTRE . . BILLS MONTH OF Description Remarks | Purchase order number . . . Respective Bus / Enabling functions have submitted the original Bills . ; Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract / agreement / PO zation Agreement / Contract has been attached in Vuildor Master for verification including copy PAN , Service TAX Freightie . Finished goods / Spares / Documents , verified as per contract / Agreement by the Store in charge / Admin . Also verified the weight measurements for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax challan ( If applicable ) ; We certified that all above points have been verified and cleared the bills as per contract / agreement without any deviation Verified By Functional Head Signature : Verified by RAO Signature : Name : Emp . Code Verified By / Signature ( Admin ) ",Checklist
INVOICE GSTIN . : SAC NO . : PAN NO . : Vehicle Detail Duty Description / Particulars Rate Amount Bill No . - Bill Date Client Name : TOTAL AMOUNT CGST @ 2 . 5 % ) SGST ( @ 2 . 5 % ) NET AMOUNT Authorized Signatory TOTAL DUTY SLIP ENCLOSED : ,Invoice
MIS Summary Month Travel Date User Name Travel Type Referenc e No Cost Center No Cab Type Total Kms Extra Kms Total Hrs Total His Extra Hrs extra Extra Km Amt entre Kim Extra Hrs Amt enten Hers Basic Charges Night Charges that he Toll Tax roll Tax Amount Bill No . Amount Total Amount ,Transdetails
"Checklist - Overheads Bill Process Region : Vendor Sap Code / Name : BILLS MONTHOF - BILL NO : DATED : PROFIT CENTRE . Description Remarks Purchase order number . . . Respective Bus / Enabling functions have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract / agreement / PO . . Agreement / Contract has been attached in Vendor Master for verification including copy PAN , Service TAX Freight i . e . Finished goods / Spares / Documents , verified as per contract / Agreement by the Store in chargel Admin . Also verified the weight measurements for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax challan ( If applicable ) Verified by RAO Signature : Name : Emp . Code Verified By Functional Head Signature We certified that all above points have been verified and cleared the bills as per contract / agreement without any deviation . ",Checklist
Invoice No . Dated Delivery Note Other Reference ( s ) Supplier ' s Ref . Buyer ' s Order No . Dated Despatch Document No . Delivery Note Date Despatched through Destination GSTIN / UIN PAN / IT NO State Name Description of Goods HSN / SAC GST Rate Quantity Rate per Amount Tax Amount ( in words ) : Taxable Value Central Tax State Tax Total Tax Amount Rate Amount Authorised Signatory ,Invoice
"Name & Address of Establishment in / under which Contract is carried on HCL INFOSYSTEMS LTD E - 4 , SECTOR - 11 , NOIDA Name and address of Principal Employer FOR THE MONTH OF APRIL - 2019 MUSTER ROLL FORM XVI ( See Rule 78 ( 1 ) ( a ) Name & Address of the Contractor SECURE WELL CONSERVANCY SERVICES Z - 426A , SECTOR - 12 , NOIDA Name & surname of Workman Father Name / Husband ' s Name S . NO . KAMAL SINGH F . S . RAWAT 2 VINOD JAGDISH TOTAL SABLI HOBBY VIKAS - 1 SUKHVEER ANIL OM PAL BANWARI JAGDISH KAMAL RAJESH RAHUL RAM NARESH TANVEER ANWAR HUSSAIN SUNDER 10 RAHUL - 11 11 SAYKESH VIJAY 12 JITENDER LILU 13 SUARISH 14 SHERSINGH DESRAJ RAJESH RAMESHWER 15 GITESH 16 SURAJ CHANDAN KUMAR ",Junk
12 13 14 | 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 SUNDAY ppppp SUNDAY ррррр | SUNDAY ATTENDENCE M / O APRIL 2019 NAME | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 11 SECTOR - 111 JAI SINGH SUNDAY KSER ,Junk
